agent,bytes,clientip,extension,geo.coordinates,geo.dest,geo.src,geo.srcdest,hour_of_day,ip,machine.os,machine.ram,memory,message,phpmemory,referer,request,response,url,utc_time
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"9,425",157.4.18.179,css,"{
  ""lat"": 55.90331972,
  ""lon"": -130.0067031
}",BD,IN,IN:BD,10,157.4.18.179,win 8,"10,737,418,240",,"157.4.18.179 - - [2018-08-04T10:49:21.254Z] ""GET /styles/ad-blocker.css HTTP/1.1"" 200 9425 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://nytimes.com/success/gemini-8,/styles/ad-blocker.css,200,https://cdn.elastic-elastic-elastic.org/styles/ad-blocker.css,"August 4th 2018, 10:49:21.254"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","4,128",204.70.91.103,zip,"{
  ""lat"": 38.13341472,
  ""lon"": -83.53796528
}",ET,IN,IN:ET,10,204.70.91.103,osx,"15,032,385,536",,"204.70.91.103 - - [2018-08-04T10:46:45.389Z] ""GET /elasticsearch/elasticsearch-6.3.2.zip HTTP/1.1"" 200 4128 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://www.elastic-elastic-elastic.com/success/lee-morin,/elasticsearch/elasticsearch-6.3.2.zip,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip,"August 4th 2018, 10:46:45.389"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","4,924",250.85.17.229,gz,"{
  ""lat"": 29.84475,
  ""lon"": -82.04752778
}",CN,BG,BG:CN,10,250.85.17.229,win xp,"12,884,901,888",,"250.85.17.229 - - [2018-08-04T10:43:03.980Z] ""GET /elasticsearch/elasticsearch-6.3.2.tar.gz HTTP/1.1"" 200 4924 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://facebook.com/success/zhai-zhigang,/elasticsearch/elasticsearch-6.3.2.tar.gz,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz,"August 4th 2018, 10:43:03.980"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"2,776",193.26.137.221,,"{
  ""lat"": 33.76114056,
  ""lon"": -90.75787528
}",CN,CN,CN:CN,10,193.26.137.221,ios,"19,327,352,832",,"193.26.137.221 - - [2018-08-04T10:42:26.268Z] ""GET /elasticsearch HTTP/1.1"" 200 2776 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://twitter.com/success/aleksandr-pavlovich-aleksandrov,/elasticsearch,200,https://www.elastic.co/downloads/elasticsearch,"August 4th 2018, 10:42:26.268"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"2,917",15.157.237.110,,"{
  ""lat"": 33.942265,
  ""lon"": -96.39451806
}",TW,NG,NG:TW,10,15.157.237.110,ios,"3,221,225,472",,"15.157.237.110 - - [2018-08-04T10:39:37.683Z] ""GET /enterprise HTTP/1.1"" 200 2917 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/michael-massimino,/enterprise,200,https://www.elastic.co/downloads/enterprise,"August 4th 2018, 10:39:37.683"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"5,235",24.42.142.201,deb,"{
  ""lat"": 33.17183583,
  ""lon"": -86.30553778
}",DZ,CA,CA:DZ,10,24.42.142.201,win 7,"17,179,869,184",,"24.42.142.201 - - [2018-08-04T10:29:43.612Z] ""GET /elasticsearch/elasticsearch-6.3.2.deb HTTP/1.1"" 200 5235 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://twitter.com/success/mario-runco-jr-,/elasticsearch/elasticsearch-6.3.2.deb,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb,"August 4th 2018, 10:29:43.612"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"7,477",125.7.89.32,gz,"{
  ""lat"": 35.92891667,
  ""lon"": -95.00452778
}",IN,US,US:IN,10,125.7.89.32,win 7,"19,327,352,832",,"125.7.89.32 - - [2018-08-04T10:27:53.473Z] ""GET /kibana/kibana-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 7477 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://facebook.com/success/robert-l-behnken,/kibana/kibana-6.3.2-linux-x86_64.tar.gz,200,https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz,"August 4th 2018, 10:27:53.473"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"4,385",92.1.71.155,gz,"{
  ""lat"": 36.4367025,
  ""lon"": -99.5209975
}",SL,JP,JP:SL,10,92.1.71.155,osx,"21,474,836,480",,"92.1.71.155 - - [2018-08-04T10:25:14.618Z] ""GET /kibana/kibana-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 4385 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://twitter.com/success/jack-lousma,/kibana/kibana-6.3.2-linux-x86_64.tar.gz,200,https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz,"August 4th 2018, 10:25:14.618"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),0,144.67.214.83,,"{
  ""lat"": 37.8284525,
  ""lon"": -121.6258219
}",JP,IN,IN:JP,10,144.67.214.83,win 7,"32,212,254,720",,"144.67.214.83 - - [2018-08-04T10:22:39.533Z] ""GET /metrics HTTP/1.1"" 503 0 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://twitter.com/success/steven-smith,/metrics,503,https://www.elastic.co/solutions/metrics,"August 4th 2018, 10:22:39.533"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","6,193",247.240.202.244,,"{
  ""lat"": 47.45815333,
  ""lon"": -122.4773506
}",VE,AO,AO:VE,10,247.240.202.244,win xp,"13,958,643,712",,"247.240.202.244 - - [2018-08-04T10:18:28.470Z] ""GET /beats/metricbeat HTTP/1.1"" 200 6193 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://www.elastic-elastic-elastic.com/warning/anna-lee-fisher,/beats/metricbeat,200,https://www.elastic.co/downloads/beats/metricbeat,"August 4th 2018, 10:18:28.470"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"1,758",231.185.3.235,,"{
  ""lat"": 35.73338222,
  ""lon"": -98.73063833
}",GT,CN,CN:GT,10,231.185.3.235,ios,"32,212,254,720",,"231.185.3.235 - - [2018-08-04T10:17:01.069Z] ""GET /beats/filebeat HTTP/1.1"" 200 1758 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://facebook.com/success/virgil-i-gus-grissom,/beats/filebeat,200,https://www.elastic.co/downloads/beats/filebeat,"August 4th 2018, 10:17:01.069"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"1,922",45.138.21.203,css,"{
  ""lat"": 42.66361778,
  ""lon"": -85.34625944
}",US,CN,CN:US,10,45.138.21.203,win 8,"11,811,160,064",,"45.138.21.203 - - [2018-08-04T10:16:36.326Z] ""GET /styles/ads.css HTTP/1.1"" 200 1922 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/vitaliy-zholobov,/styles/ads.css,200,https://cdn.elastic-elastic-elastic.org/styles/ads.css,"August 4th 2018, 10:16:36.326"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"7,645",215.67.92.140,css,"{
  ""lat"": 41.92076333,
  ""lon"": -71.49138139
}",CN,BW,BW:CN,10,215.67.92.140,win 8,"15,032,385,536",,"215.67.92.140 - - [2018-08-04T10:14:52.417Z] ""GET /styles/main.css HTTP/1.1"" 200 7645 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://twitter.com/success/stephen-g-bowen,/styles/main.css,200,https://cdn.elastic-elastic-elastic.org/styles/main.css,"August 4th 2018, 10:14:52.417"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"9,128",217.31.123.207,gz,"{
  ""lat"": 57.78083333,
  ""lon"": -152.3913889
}",SL,IN,IN:SL,10,217.31.123.207,win xp,"19,327,352,832",,"217.31.123.207 - - [2018-08-04T10:12:15.306Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz HTTP/1.1"" 200 9128 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/success/donn-f-eisele,/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz,200,https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz,"August 4th 2018, 10:12:15.306"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"8,019",84.145.10.104,,"{
  ""lat"": 42.98136667,
  ""lon"": -77.93751389
}",IN,GH,GH:IN,10,84.145.10.104,ios,"32,212,254,720",,"84.145.10.104 - - [2018-08-04T10:11:14.045Z] ""GET /beats/filebeat HTTP/1.1"" 200 8019 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/success/vyacheslav-zudov,/beats/filebeat,200,https://www.elastic.co/downloads/beats/filebeat,"August 4th 2018, 10:11:14.045"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","7,543",9.36.58.163,,"{
  ""lat"": 38.97638889,
  ""lon"": -76.32963889
}",ET,TJ,TJ:ET,10,9.36.58.163,win xp,"12,884,901,888",,"9.36.58.163 - - [2018-08-04T10:03:30.833Z] ""GET /beats/filebeat HTTP/1.1"" 200 7543 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://facebook.com/warning/reinhard-furrer,/beats/filebeat,200,https://www.elastic.co/downloads/beats/filebeat,"August 4th 2018, 10:03:30.833"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","3,059",213.235.30.99,zip,"{
  ""lat"": 38.01769694,
  ""lon"": -86.69093
}",UA,PH,PH:UA,10,213.235.30.99,win 7,"20,401,094,656",,"213.235.30.99 - - [2018-08-04T10:02:58.085Z] ""GET /apm-server/apm-server-6.3.2-windows-x86.zip HTTP/1.1"" 404 3059 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/success/kathryn-thornton,/apm-server/apm-server-6.3.2-windows-x86.zip,404,https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip,"August 4th 2018, 10:02:58.085"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"8,287",155.184.61.138,,"{
  ""lat"": 42.71124583,
  ""lon"": -110.9421639
}",CN,MX,MX:CN,9,155.184.61.138,ios,"32,212,254,720","331,480","155.184.61.138 - - [2018-08-04T09:59:36.682Z] ""GET /people/type:astronauts/name:owen-garriott/profile HTTP/1.1"" 200 8287 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","331,480",http://www.elastic-elastic-elastic.com/warning/clayton-anderson,/people/type:astronauts/name:owen-garriott/profile,200,https://elastic-elastic-elastic.org/people/type:astronauts/name:owen-garriott/profile,"August 4th 2018, 09:59:36.682"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"1,920",121.1.186.135,rpm,"{
  ""lat"": 47.44898194,
  ""lon"": -122.3093131
}",IN,CN,CN:IN,9,121.1.186.135,win 7,"6,442,450,944",,"121.1.186.135 - - [2018-08-04T09:57:49.071Z] ""GET /beats/metricbeat/metricbeat-6.3.2-i686.rpm HTTP/1.1"" 200 1920 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/warning/claudie-haigner-,/beats/metricbeat/metricbeat-6.3.2-i686.rpm,200,https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm,"August 4th 2018, 09:57:49.071"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"8,870",223.112.248.233,css,"{
  ""lat"": 35.53455,
  ""lon"": -97.64721556
}",MX,CN,CN:MX,9,223.112.248.233,ios,"17,179,869,184",,"223.112.248.233 - - [2018-08-04T09:54:02.336Z] ""GET /styles/ad-blocker.css HTTP/1.1"" 200 8870 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://nytimes.com/success/donald-pettit,/styles/ad-blocker.css,200,https://cdn.elastic-elastic-elastic.org/styles/ad-blocker.css,"August 4th 2018, 09:54:02.336"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","5,793",107.238.94.231,css,"{
  ""lat"": 60.7772125,
  ""lon"": -148.7215775
}",BD,US,US:BD,9,107.238.94.231,ios,"13,958,643,712",,"107.238.94.231 - - [2018-08-04T09:49:07.146Z] ""GET /styles/main.css HTTP/1.1"" 200 5793 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/success/vladim-r-remek,/styles/main.css,200,https://cdn.elastic-elastic-elastic.org/styles/main.css,"August 4th 2018, 09:49:07.146"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","6,587",234.226.50.122,,"{
  ""lat"": 35.27467806,
  ""lon"": -96.67516194
}",IR,IN,IN:IR,9,234.226.50.122,win 8,"5,368,709,120",,"234.226.50.122 - - [2018-08-04T09:48:28.618Z] ""GET /enterprise HTTP/1.1"" 200 6587 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://facebook.com/success/takuya-onishi,/enterprise,200,https://www.elastic.co/downloads/enterprise,"August 4th 2018, 09:48:28.618"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"9,243",226.241.242.182,gz,"{
  ""lat"": 29.80411,
  ""lon"": -94.43102306
}",CN,JP,JP:CN,9,226.241.242.182,win xp,"4,294,967,296",,"226.241.242.182 - - [2018-08-04T09:47:49.674Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz HTTP/1.1"" 200 9243 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://twitter.com/error/david-wolf,/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz,200,https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz,"August 4th 2018, 09:47:49.674"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"9,907",104.1.107.97,,"{
  ""lat"": 62.07118972,
  ""lon"": -142.0483742
}",NE,NL,NL:NE,9,104.1.107.97,ios,"32,212,254,720",,"104.1.107.97 - - [2018-08-04T09:44:39.521Z] ""GET /beats/filebeat HTTP/1.1"" 200 9907 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://facebook.com/success/anthony-w-england,/beats/filebeat,200,https://www.elastic.co/downloads/beats/filebeat,"August 4th 2018, 09:44:39.521"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"3,589",233.78.21.130,,"{
  ""lat"": 42.99821222,
  ""lon"": -74.32955111
}",CN,NG,NG:CN,9,233.78.21.130,ios,"32,212,254,720","143,560","233.78.21.130 - - [2018-08-04T09:41:12.630Z] ""GET /people/type:astronauts/name:vasili-tsibliyev/profile HTTP/1.1"" 200 3589 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","143,560",http://nytimes.com/success/l-opold-eyharts,/people/type:astronauts/name:vasili-tsibliyev/profile,200,https://elastic-elastic-elastic.org/people/type:astronauts/name:vasili-tsibliyev/profile,"August 4th 2018, 09:41:12.630"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),512,45.91.116.169,,"{
  ""lat"": 41.4775,
  ""lon"": -87.84047222
}",FR,CN,CN:FR,9,45.91.116.169,win xp,"8,589,934,592",,"45.91.116.169 - - [2018-08-04T09:34:29.851Z] ""GET /app-search HTTP/1.1"" 200 512 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://facebook.com/success/yuri-artyukhin,/app-search,200,https://www.elastic.co/solutions/app-search,"August 4th 2018, 09:34:29.851"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"4,528",195.205.253.98,gz,"{
  ""lat"": 43.58135111,
  ""lon"": -96.74170028
}",CO,IN,IN:CO,9,195.205.253.98,win 8,"17,179,869,184",,"195.205.253.98 - - [2018-08-04T09:28:36.938Z] ""GET /kibana/kibana-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 4528 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/sheikh-muszaphar-shukor,/kibana/kibana-6.3.2-linux-x86_64.tar.gz,200,https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz,"August 4th 2018, 09:28:36.938"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"3,549",186.153.168.71,gz,"{
  ""lat"": 46.97120167,
  ""lon"": -123.9365581
}",CN,HN,HN:CN,9,186.153.168.71,win 7,"15,032,385,536",,"186.153.168.71 - - [2018-08-04T09:27:15.765Z] ""GET /elasticsearch/elasticsearch-6.3.2.tar.gz HTTP/1.1"" 200 3549 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://nytimes.com/success/scott-kelly,/elasticsearch/elasticsearch-6.3.2.tar.gz,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz,"August 4th 2018, 09:27:15.765"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"4,200",148.192.209.125,css,"{
  ""lat"": 32.44441583,
  ""lon"": -97.8169475
}",NG,TR,TR:NG,9,148.192.209.125,win xp,"8,589,934,592",,"148.192.209.125 - - [2018-08-04T09:22:33.229Z] ""GET /styles/ad-blocker.css HTTP/1.1"" 200 4200 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/success/boris-morukov,/styles/ad-blocker.css,200,https://cdn.elastic-elastic-elastic.org/styles/ad-blocker.css,"August 4th 2018, 09:22:33.229"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","9,065",37.68.248.33,,"{
  ""lat"": 40.45269444,
  ""lon"": -99.33733333
}",BR,UA,UA:BR,9,37.68.248.33,osx,"11,811,160,064",,"37.68.248.33 - - [2018-08-04T09:18:42.548Z] ""GET /beats HTTP/1.1"" 200 9065 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/success/liu-wang,/beats,200,https://www.elastic.co/downloads/beats,"August 4th 2018, 09:18:42.548"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","2,917",247.240.202.244,gz,"{
  ""lat"": 41.78015722,
  ""lon"": -124.2365333
}",EG,RU,RU:EG,9,247.240.202.244,osx,"17,179,869,184",,"247.240.202.244 - - [2018-08-04T09:15:23.398Z] ""GET /elasticsearch/elasticsearch-6.3.2.tar.gz HTTP/1.1"" 200 2917 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://www.elastic-elastic-elastic.com/success/liu-wang,/elasticsearch/elasticsearch-6.3.2.tar.gz,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz,"August 4th 2018, 09:15:23.398"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"9,424",31.218.136.66,css,"{
  ""lat"": 36.86330139,
  ""lon"": -99.61873056
}",GB,PK,PK:GB,9,31.218.136.66,ios,"11,811,160,064",,"31.218.136.66 - - [2018-08-04T09:15:09.452Z] ""GET /styles/main.css HTTP/1.1"" 200 9424 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/stephanie-wilson,/styles/main.css,200,https://cdn.elastic-elastic-elastic.org/styles/main.css,"August 4th 2018, 09:15:09.452"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"3,544",131.67.252.115,css,"{
  ""lat"": 35.10136472,
  ""lon"": -120.6221153
}",VE,CN,CN:VE,9,131.67.252.115,ios,"5,368,709,120",,"131.67.252.115 - - [2018-08-04T09:05:14.782Z] ""GET /styles/main.css HTTP/1.1"" 200 3544 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://facebook.com/error/piers-sellers,/styles/main.css,200,https://cdn.elastic-elastic-elastic.org/styles/main.css,"August 4th 2018, 09:05:14.782"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"7,759",240.193.35.0,zip,"{
  ""lat"": 34.44953972,
  ""lon"": -87.71030833
}",PK,TR,TR:PK,9,240.193.35.0,osx,"2,147,483,648",,"240.193.35.0 - - [2018-08-04T09:03:08.922Z] ""GET /apm-server/apm-server-6.3.2-windows-x86.zip HTTP/1.1"" 200 7759 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://twitter.com/success/william-pogue,/apm-server/apm-server-6.3.2-windows-x86.zip,200,https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip,"August 4th 2018, 09:03:08.922"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"6,248",93.193.189.184,deb,"{
  ""lat"": 45.03191861,
  ""lon"": -99.11566417
}",KZ,ID,ID:KZ,9,93.193.189.184,ios,"18,253,611,008",,"93.193.189.184 - - [2018-08-04T09:01:39.134Z] ""GET /elasticsearch/elasticsearch-6.3.2.deb HTTP/1.1"" 200 6248 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://twitter.com/success/sherwood-spring,/elasticsearch/elasticsearch-6.3.2.deb,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb,"August 4th 2018, 09:01:39.134"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","7,021",132.230.228.161,deb,"{
  ""lat"": 38.92977778,
  ""lon"": -81.81947222
}",MM,BD,BD:MM,9,132.230.228.161,win 7,"32,212,254,720",,"132.230.228.161 - - [2018-08-04T09:00:09.666Z] ""GET /elasticsearch/elasticsearch-6.3.2.deb HTTP/1.1"" 200 7021 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/success/gary-payton,/elasticsearch/elasticsearch-6.3.2.deb,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb,"August 4th 2018, 09:00:09.666"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"7,315",225.72.201.213,,"{
  ""lat"": 33.09025889,
  ""lon"": -89.54201722
}",PK,VE,VE:PK,8,225.72.201.213,win xp,"13,958,643,712",,"225.72.201.213 - - [2018-08-04T08:56:04.568Z] ""GET /enterprise HTTP/1.1"" 200 7315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/georgi-dobrovolski,/enterprise,200,https://www.elastic.co/downloads/enterprise,"August 4th 2018, 08:56:04.568"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","2,648",3.153.166.21,,"{
  ""lat"": 41.87877778,
  ""lon"": -92.28456944
}",IN,ET,ET:IN,8,3.153.166.21,win 8,"4,294,967,296",,"3.153.166.21 - - [2018-08-04T08:51:30.072Z] ""GET /apm HTTP/1.1"" 200 2648 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/warning/robert-l-behnken,/apm,200,https://www.elastic.co/downloads/apm,"August 4th 2018, 08:51:30.072"
